Parameter Name,Site_keys,Arithmetic Mean,forest,open_land,water,wetland,saltwater/sandybeach,recreational,marina,transitional,urban_public/institution,commercial,transportation,mining,waste,crop_land,cemetary,golfcourse,high_density_residential,medium_density_residential,low_density_residential,industrial
NO2,[ 34.803421 -86.965007],0.0055238100000000005,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.13,0.145,0.0,0,0,0.5,0,0,0,0.225,0,0.0
NO2,[ 34.685923 -87.070845],0.0072142859999999994,0.24,0.0,0.76,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0
NO2,[ 34.687761 -86.586362],0.023585703,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.62,0,0,0.13,0,0,0,0.0,0,0.0
NO2,[ 34.687761 -86.586362],0.023,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.62,0,0,0.13,0,0,0,0.0,0,0.0
NO2,[ 34.619814 -86.997509],0.026961142999999996,0.0,0.0,0.22,0.0,0.0,0,0,0.0,0.2,0.17,0.0,0,0,0.0,0,0,0,0.36,0,0.05
NO2,[ 34.619814 -86.997509],0.018833333,0.0,0.0,0.22,0.0,0.0,0,0,0.0,0.2,0.17,0.0,0,0,0.0,0,0,0,0.36,0,0.05
NO2,[ 34.605925 -86.981952],0.017811321,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.8653846153846154,0.0,0,0,0.0,0,0,0,0.125,0,0.009615384615384616
NO2,[ 34.433428 -86.940007],0.004745455000000003,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.03,0.04,0.0,0,0,0.14,0,0,0,0.79,0,0.0
NO2,[  34.4225 -109.15  ],0.003522222,0.0,0.5076142131979695,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0
NO2,[  31.894444 -110.246389],0.005245652,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0
NO2,[  36.080539 -112.155726],0.005608333,0.07,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0
NO2,[  33.45793 -112.04601],0.007567255999999999,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.16379310344827586,0.0,0,0,0.0,0,0,0,0.8362068965517241,0,0.0
NO2,[  32.222058 -110.974681],0.036193767,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9607843137254902,0.0,0,0,0.0,0,0,0,0.0392156862745098,0,0.0
NO2,[  32.204411 -110.878067],0.020781533999999997,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.19491525423728814,0.0,0,0,0.0,0,0,0,0.8050847457627118,0,0.0
NO2,[  32.204411 -110.878067],0.02430441,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.19491525423728814,0.0,0,0,0.0,0,0,0,0.8050847457627118,0,0.0
NO2,[  37.535833 -121.961823],0.023817854,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.62,0.0,0,0,0.03,0,0,0,0.35,0,0.0
NO2,[  37.682708 -121.770231],0.022103093,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.77,0.0,0,0,0.0,0,0,0,0.23,0,0.0
NO2,[  37.682708 -121.770231],0.025117715,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.77,0.0,0,0,0.0,0,0,0,0.23,0,0.0
NO2,[  37.800484 -122.266358],0.04776435,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0
NO2,[  39.757371 -121.843286],0.015028506,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.37037037037037035,0.10185185185185185,0,0,0.0,0,0,0,0.5277777777777778,0,0.0
NO2,[  37.886869 -122.027462],0.032390892000000004,0.03,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.97,0,0.0
NO2,[  37.936013 -122.026154],0.025624913,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,0.0,0,0,0.0,0,0,0,0.4,0,0.0
NO2,[  37.949924 -122.357193],0.023310834,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0196078431372549,0.0,0,0,0.0,0,0,0,0.6176470588235294,0,0.3627450980392157
NO2,[  38.029258 -121.896866],0.017542395000000006,0.0,0.0,0.0,0.12,0.0,0,0,0.0,0.25,0.0,0.0,0,0,0.0,0,0,0,0.17,0,0.46
NO2,[  38.029258 -121.896866],0.017240717,0.0,0.0,0.0,0.12,0.0,0,0,0.0,0.25,0.0,0.0,0,0,0.0,0,0,0,0.17,0,0.46
NO2,[  38.916575 -120.001015],0.015353065,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.75,0.0,0,0,0.0,0,0,0,0.25,0,0.0
NO2,[  36.725228 -119.751254],0.034361929,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.46,0.0,0,0,0.19,0,0,0,0.23,0,0.12
NO2,[  36.738005 -119.791256],0.031140645000000005,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.96,0.0,0,0,0.0,0,0,0,0.0,0,0.0
NO2,[  36.145789 -120.359316],0.019300595,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.78125,0.0,0,0,0.0,0,0,0,0.21875,0,0.0
NO2,[  36.341062 -120.105699],0.009794858,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.8547008547008547,0,0,0,0.1452991452991453,0,0.0
NO2,[  35.374959 -119.022602],0.036234411,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.96,0.0,0,0,0.0,0,0,0,0.0,0,0.0
NO2,[  35.434679 -119.013434],0.040065738999999996,0.0,0.0,0.0,0.0,0.0,0,0,0.11214953271028037,0.0,0.06542056074766354,0.0,0,0,0.0,0,0,0,0.719626168224299,0,0.102803738317757
NO2,[  38.956287 -122.647485],0.007775688000000002,0.0,0.0,0.26,0.0,0.0,0,0,0.0,0.18,0.36,0.0,0,0,0.0,0,0,0,0.2,0,0.0
NO2,[  33.92899 -118.21071],0.049881529,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.57,0.0,0,0,0.0,0,0,0,0.43,0,0.0
NO2,[  33.923625 -118.02562 ],0.05111094,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.05128205128205128,0.1452991452991453,0.0,0,0,0.0,0,0,0,0.8034188034188035,0,0.0
NO2,[  33.82376 -118.18921],0.049359907,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.23,0.06,0,0,0.0,0,0,0,0.44,0,0.27
NO2,[  33.930292 -118.369798],0.08617382600000001,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.03,0.14,0,0,0.0,0,0,0,0.74,0,0.09
NO2,[  34.1365  -117.92391],0.037067733000000005,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.61
NO2,[  34.14435 -117.85036],0.040608229,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.11504424778761062,0.0,0,0,0.0,0,0,0,0.8849557522123894,0,0.0
NO2,[  34.06703 -117.7514 ],0.050165322000000005,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.41,0.0,0,0,0.0,0,0,0,0.59,0,0.0
NO2,[  34.17605 -118.31712],0.07072206899999997,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.18,0.5,0,0,0.0,0,0,0,0.13,0,0.19
NO2,[  34.149451 -118.124515],0.05561086,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6581196581196581,0.05982905982905983,0,0,0.0,0,0,0,0.28205128205128205,0,0.0
NO2,[  34.149451 -118.124515],0.05846708000000001,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6581196581196581,0.05982905982905983,0,0,0.0,0,0,0,0.28205128205128205,0,0.0
NO2,[  34.06659 -118.22688],0.060798011,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.015789473684210527,0.5263157894736842,0,0,0.0,0,0,0,0.0,0,0.45789473684210524
NO2,[  34.058345 -118.250907],0.058014138000000014,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.043010752688172046,0.3602150537634409,0.5376344086021505,0,0,0.0,0,0,0,0.03225806451612903,0,0.0
NO2,[  34.051399 -118.3848  ],0.066436374,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.135,0.5,0,0,0.0,0,0,0,0.365,0,0.0
NO2,[  34.19925 -118.53276],0.049674424,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.4152046783625731,0.0,0,0,0.0,0,0,0,0.5847953216374269,0,0.0
NO2,[  34.386109 -118.532586],0.017924377000000002,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.26,0.0,0,0,0.14,0,0,0,0.6,0,0.0
NO2,[  34.01407 -118.06056],0.059301275,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.38,0.12,0.07,0,0,0.0,0,0,0,0.43,0,0.0
NO2,[  34.712206 -118.140073],0.012281871,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.05,0.03,0.0,0,0,0.0,0,0,0,0.26,0,0.0
NO2,[  37.97231  -122.520004],0.025781903,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.76,0.0,0,0,0.0,0,0,0,0.24,0,0.0
NO2,[  36.596071 -121.901621],0.011137995,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.33,0.0,0,0,0.0,0,0,0,0.67,0,0.0
NO2,[  36.697181 -121.633556],0.015675456,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.3271604938271605,0.0,0,0,0.6172839506172839,0,0,0,0.05555555555555555,0,0.0
NO2,[  38.310942 -122.296189],0.021326568,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.2,0.0,0,0,0.0,0,0,0,0.8,0,0.0
NO2,[  33.821353 -117.91427 ],0.037868288,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.09322033898305085,0.1864406779661017,0.059322033898305086,0,0,0.0,0,0,0,0.6610169491525424,0,0.0
NO2,[  33.821353 -117.91427 ],0.054701797,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.09322033898305085,0.1864406779661017,0.059322033898305086,0,0,0.0,0,0,0,0.6610169491525424,0,0.0
NO2,[  33.656131 -117.930613],0.026226956000000003,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.05660377358490566,0.2169811320754717,0.0,0,0,0.0,0,0,0,0.7264150943396226,0,0.0
NO2,[  33.92513 -117.95264],0.05146971,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.07894736842105263,0.05263157894736842,0.0,0,0,0.0,0,0,0,0.868421052631579,0,0.0
NO2,[  33.85275 -116.54101],0.018852183999999998,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0,0,0,0.0,0,0,0,0.4,0,0.0
NO2,[  33.958348 -117.375878],0.042986465,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.37,0.0,0.09,0,0,0.0,0,0,0,0.54,0,0.0
NO2,[  33.94603 -117.40063],0.050329202999999996,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.46,0.01,0,0,0.0,0,0,0,0.53,0,0.0
NO2,[  33.99958 -117.41601],0.03415488,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.30434782608695654,0.0,0,0,0.0,0,0,0,0.6521739130434783,0,0.0
NO2,[  38.667126 -121.251338],0.023008152999999996,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.25,0.17,0,0,0.13,0,0,0,0.36,0,0.0
NO2,[  38.71209 -121.38109],0.027432322,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.21818181818181817,0.04242424242424243,0.0,0,0,0.6060606060606061,0,0,0,0.13333333333333333,0,0.0
NO2,[  38.585183 -121.494677],0.027772471000000003,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.58,0.0,0,0,0.0,0,0,0,0.0,0,0.21
NO2,[  38.674904 -121.186892],0.025402432000000003,0.1,0.0,0.31,0.0,0.0,0,0,0.0,0.0,0.37,0.0,0,0,0.03,0,0,0,0.0,0,0.03
NO2,[  38.674904 -121.186892],0.025402432000000003,0.1,0.0,0.31,0.0,0.0,0,0,0.0,0.0,0.37,0.0,0,0,0.03,0,0,0,0.0,0,0.03
NO2,[  36.85551 -121.39299],0.009534606,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.04,0,0,0,0.44,0,0.0
NO2,[  36.844096 -121.362121],0.016630575,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1.0,0,0,0,0.0,0,0.0
NO2,[  34.895007 -117.024484],0.026154552,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.04,0.31,0.0,0,0,0.0,0,0,0,0.54,0,0.0
NO2,[  34.10374 -117.62914],0.048705317000000005,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.19811320754716982,0.05660377358490566,0.0,0,0,0.0,0,0,0,0.7452830188679245,0,0.0
NO2,[  34.106122 -117.481994],0.038968026,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.1092436974789916,0.1092436974789916,0.0,0,0,0.0,0,0,0,0.6050420168067226,0,0.0
NO2,[  34.523329 -117.30449 ],0.017201708,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.28,0.0,0,0,0.0,0,0,0,0.67,0,0.0
NO2,[  34.102234 -117.286709],0.050183317000000005,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.1,0.39,0.0,0,0,0.0,0,0,0,0.3,0,0.21
NO2,[  32.79394  -116.961138],0.036107784,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.47,0.0,0,0,0.0,0,0,0,0.52,0,0.01
NO2,[  32.631231 -117.059075],0.024855281000000003,0.0,0.0,0.0,0.0,0.0,0,0,0.004098360655737705,0.0,0.18032786885245902,0.4098360655737705,0,0,0.0,0,0,0,0.4057377049180328,0,0.0
NO2,[  32.836461 -117.128752],0.027670784,0.0,0.0,0.0,0.0,0.0,0,0,0.09900990099009901,0.019801980198019802,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.4752475247524752
NO2,[  32.727273 -117.154477],0.031881581,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.1910828025477707,0.17834394904458598,0.6050955414012739,0,0,0.0,0,0,0,0.025477707006369428,0,0.0
NO2,[  33.127711 -117.075325],0.029114087,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.46,0.0,0,0,0.0,0,0,0,0.54,0,0.0
NO2,[  33.196703 -117.346704],0.019486993,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.21,0.0,0,0,0.0,0,0,0,0.54,0,0.0
NO2,[  37.784  -122.4216],0.026710834000000003,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.01,0.86,0.0,0,0,0.0,0,0,0,0.13,0,0.0
NO2,[  37.75493  -122.388026],0.029059066,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.38,0,0,0.0,0,0,0,0.0,0,0.62
NO2,[  37.84826  -121.446892],0.013384210999999998,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1.0,0,0,0,0.0,0,0.0
NO2,[  37.950741 -121.268523],0.028156284000000014,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.12,0.1,0.0,0,0,0.0,0,0,0,0.68,0,0.0
NO2,[  35.283864 -120.655171],0.016548727,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.53,0.0,0,0,0.0,0,0,0,0.47,0,0.0
NO2,[  35.041644 -120.501   ],0.009275136,0.5714285714285714,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,0,0.0
NO2,[  37.482934 -122.20337 ],0.020579747,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5196078431372549,0.0,0,0,0.0,0,0,0,0.4803921568627451,0,0.0
NO2,[  34.419997 -119.70069 ],0.027398602999999997,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.78,0.0,0,0,0.0,0,0,0,0.22,0,0.0
NO2,[  34.445275 -119.795139],0.018805894,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.06,0.04,0.0,0,0,0.0,0,0,0,0.87,0,0.0
NO2,[  37.001337 -121.514939],0.022286432,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.9655172413793104,0,0,0,0.0,0,0.0
NO2,[  36.98995  -121.925792],0.012079592,0.19,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.66,0.0,0,0,0.0,0,0,0,0.15,0,0.0
NO2,[  38.14325  -121.694677],0.014477570000000004,0.0,0.0,0.37,0.0,0.0,0,0,0.1,0.0,0.27,0.0,0,0,0.26,0,0,0,0.0,0,0.0
NO2,[  38.102507 -122.237976],0.017801201000000006,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.37,0.0,0,0,0.0,0,0,0,0.63,0,0.0
NO2,[  38.442412 -122.713598],0.020324566,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.037037037037037035,0.8888888888888888,0.0,0,0,0.0,0,0,0,0.07407407407407407,0,0.0
NO2,[  37.640763 -120.999378],0.033811014,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.97,0.02,0,0,0.0,0,0,0,0.0,0,0.01
NO2,[  36.332179 -119.291228],0.025828478999999998,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.91,0.0,0,0,0.0,0,0,0,0.09,0,0.0
NO2,[  34.278058 -118.685924],0.026405996,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.01,0.3,0.0,0,0,0.6,0,0,0,0.09,0,0.0
NO2,[  34.274169 -119.299835],0.008422261,0.0,0.0,0.0,0.0,0.04,0,0,0.0,0.11,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.14
NO2,[ 41.180375 -73.19289 ],0.040188136,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.58,0.14,0,0,0.0,0,0,0,0.28,0,0.0
NO2,[ 41.186764 -73.175945],0.04113871,0.0,0.0,0.01,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.56,0,0.43
